Test,Scheme,Full Name,Survey No,Date,Month,Year,Combined Date,Barcode,Result,Results 2,Units,Reference Range,Group Participants,Reagent Median,Z-Score,% Deviation,Overall Participants,Overall Median,% Deviation2,Z-Score,IQ range,IQ result,Range,Previous % deviation,Cumulative Grades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT INR,NEQAS,"NEQAS, SURVEY221-16/47",221-16/47,30,November,2016,30 November 2016,,1.31,,,,255,1.3,,0.8,892,1.34,-2.2,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,NEQAS,"NEQAS, SURVEY221-16/48",221-16/48,30,November,2016,30 November 2016,,1.06,11.9,,,332,1.05,,1,897,1.08,-1.9,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APTT,NEQAS,"NEQAS, SURVEY221-16/49",221-16/49,30,November,2016,30 November 2016,,1.86,57.8,,,361,1.86,,0,915,1.91,,-2.6,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heparin Ratio,NEQAS,"NEQAS, SURVEY221-16/50",221-16/50,30,November,2016,30 November 2016,,1.45,,,,241,1.54,,-5.8,641,1.55,-6.5,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibrinogen,NEQAS,"NEQAS, SURVEY221-16/51",221-16/51,30,November,2016,30 November 2016,,1.85,,,,785,1.87,,-1.1,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factor VIII,NEQAS,"NEQAS, SURVEY221-16/52",221-16/52,30,November,2016,30 November 2016,,59,0.59,,,345,57,,3.5,,,,,53.6-60.4,A,,,b/a/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factor IX,NEQAS,"NEQAS, SURVEY221-16/53",221-16/53,30,November,2016,30 November 2016,,27.8,0.28,,,310,25.3,,9.9,,,,,23.7-28,A,,,a/B/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF Antigen,NEQAS,"NEQAS, SURVEY221-16/54",221-16/54,30,November,2016,30 November 2016,,45,0.45,,,215,39.3,,14.5,222,,,,37-41.6,E,,,a/a/E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF Activity,NEQAS,"NEQAS, SURVEY221-16/54",221-16/54,30,November,2016,30 November 2016,,29,0.29,,,9,32.5,,-10.8,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF CBA,NEQAS,"NEQAS, SURVEY221-16/54",221-16/54,30,November,2016,30 November 2016,,32,0.32,,,***,,,,37,35,-8.6,,32-37.5,a,,,A/b/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein C Activity,NEQAS,"NEQAS, SURVEY1221-16/55",1221-16/55,30,November,2016,30 November 2016,,74,,,,288,78.3,,-5.5,299,,,,77-81,c,,,a/A/c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein S,NEQAS,"NEQAS, SURVEY1221-16/55",1221-16/55,30,November,2016,30 November 2016,,65.5,,,,266,64.35,,1.8,266,,,,60.4-68,A,,,b/A/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antithrombin,NEQAS,"NEQAS, SURVEY1221-16/55",1221-16/55,30,November,2016,30 November 2016,,88,,,,197,87,,1.1,312,,,,84-91,A,,,a/A/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APCR,NEQAS,"NEQAS, SURVEY1221-16/55",1221-16/55,30,November,2016,30 November 2016,,2.76,,,,84,2.75,,0.4,208,,,,2.6-2.83,A,,,A/B/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Lag Phase,ECAT,"ECAT16-3, 16/156","16-3, 16/156",18,January,2017,18 January 2017,,2.4,,,,24,2.4,,,,,,,,,1.5-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Time to peak,ECAT,"ECAT16-3, 16/156","16-3, 16/156",18,January,2017,18 January 2017,,4.4,,,,23,4.7,,,,,,,,,3.5-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Peak Thrombin,ECAT,"ECAT16-3, 16/156","16-3, 16/156",18,January,2017,18 January 2017,,275,,,,24,266,,,,,,,,,5-321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Lag Velocity index,ECAT,"ECAT16-3, 16/156","16-3, 16/156",18,January,2017,18 January 2017,,137,,,,20,118.5,,,,,,,,,36-160.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm ETP,ECAT,"ECAT16-3, 16/156","16-3, 16/156",18,January,2017,18 January 2017,,1678,,,,24,1933,,,,,,,,,1175-3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Lag Phase,ECAT,"ECAT16-3, 16/157","16-3, 16/157",18,January,2017,18 January 2017,,3,,,,24,3,,,,,,,,,2.0-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Time to peak,ECAT,"ECAT16-3, 16/157","16-3, 16/157",18,January,2017,18 January 2017,,6.4,,,,23,6.9,,,,,,,,,5.0-9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Peak Thrombin,ECAT,"ECAT16-3, 16/157","16-3, 16/157",18,January,2017,18 January 2017,,181,,,,24,173,,,,,,,,,8-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Lag Velocity index,ECAT,"ECAT16-3, 16/157","16-3, 16/157",18,January,2017,18 January 2017,,53,,,,20,44.7,,,,,,,,,21.9-88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm ETP,ECAT,"ECAT16-3, 16/157","16-3, 16/157",18,January,2017,18 January 2017,,1149,,,,24,1307,,,,,,,,,814-1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Lag Phase,ECAT,"ECAT16-2, 16/158","16-2, 16/158",18,January,2017,18 January 2017,,2.4,,,,24,2.7,,,,,,,,,1.7-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Time to peak,ECAT,"ECAT16-2, 16/158","16-2, 16/158",18,January,2017,18 January 2017,,5.4,,,,23,6,,,,,,,,,3.7-7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Peak Thrombin,ECAT,"ECAT16-2, 16/158","16-2, 16/158",18,January,2017,18 January 2017,,316,,,,24,280,,,,,,,,,6-409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm Lag Velocity index,ECAT,"ECAT16-2, 16/158","16-2, 16/158",18,January,2017,18 January 2017,,105,,,,21,92.9,,,,,,,,,23.7-1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG 5pm ETP,ECAT,"ECAT16-2, 16/158","16-2, 16/158",18,January,2017,18 January 2017,,1721,,,,23,1748,,,,,,,,,1070-2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS-13 Activity,NEQAS,"NEQAS,SUPEX16/07",16/07,30,November,2016,30 November 2016,,69,,,,13,70,,,17,70,,,,,43.7-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS-13 Inhibitor,NEQAS,"NEQAS,SUPEX16/07",16/07,30,November,2016,30 November 2016,,5,,,,10,4.8,,,,,,,,,1.5-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXIII AG,NEQAS,"NEQAS,SUPEX16/16",16/16,30,November,2016,30 November 2016,,32.8,,,,21,30,,,57,41,,,,,20.3-40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXIII AG,NEQAS,"NEQAS,SUPEX16/17",16/17,30,November,2016,30 November 2016,,66.8,,,,21,65.5,,,57,77,,,,,52-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factor VIII,NEQAS,"NEQAS,SUPEX16/01",16/01,17,May ,2016,17 May  2016,,61.5,,,,23,57.2,,,53,57,,,,,48-72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromogenic FVIII,NEQAS,"NEQAS,SUPEX16/01",16/01,17,May ,2016,17 May  2016,,66.3,,,,12,60.8,,,27,61,,,,,53.7-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factor VIII,NEQAS,"NEQAS,SUPEX16/02",16/02,17,May ,2016,17 May  2016,,59.9,,,,23,57.2,,,53,53,,,,,45-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromogenic FVIII,NEQAS,"NEQAS,SUPEX16/02",16/02,17,May ,2016,17 May  2016,,67.63,,,,12,59.5,,,27,61,,,,,54.7-67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factor VIII,NEQAS,"NEQAS,SUPEX16/03",16/03,17,May ,2016,17 May  2016,,45.9,,,,23,46,,,53,47.4,,,,,38.7-60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromogenic FVIII,NEQAS,"NEQAS,SUPEX16/03",16/03,17,May ,2016,17 May  2016,,65.02,,,,12,61.2,,,27,61,,,,,50.8-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factor VIII,NEQAS,"NEQAS,SUPEX16/04",16/04,17,May ,2016,17 May  2016,,44.4,,,,23,42.4,,,53,45.2,,,,,31.8-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromogenic FVIII,NEQAS,"NEQAS,SUPEX16/04",16/04,17,May ,2016,17 May  2016,,67.4,,,,12,58.6,,,27,59,,,,,47.2-67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF Antigen,ECAT,"ECAT16-4, 16/137","16-4, 16/137",20,January,2017,20 January 2017,,44,,,,71,45,-0.12,,245,38,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF Activity,ECAT,"ECAT16-4, 16/137","16-4, 16/137",20,January,2017,20 January 2017,,33,,,,14,34,-0.27,,144,32,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS13 Activity,ECAT,"ECAT16-4, 16/138","16-4, 16/138",20,January,2017,20 January 2017,,36,,,,54,46,-1.42,,85,43,,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS13 Activity,ECAT,"ECAT16-4, 16/139","16-4, 16/139",20,January,2017,20 January 2017,,0,,,,37,1,-1.66,,53,1,,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS13 Inhibitor,ECAT,"ECAT16-4, 16/140","16-4, 16/140",20,January,2017,20 January 2017,,6,,,,32,6.8,-0.83,,35,6.8,,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS13 Inhibitor,ECAT,"ECAT16-4, 16/141","16-4, 16/141",20,January,2017,20 January 2017,,9,,,,32,8.1,0.63,,35,8.1,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivaroxaban,ECAT,"ECAT16-4, 16/163","16-4, 16/163",20,January,2017,20 January 2017,,210,,,,29,237,-1.04,,197,226,,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivaroxaban,ECAT,"ECAT16-4, 16/164","16-4, 16/164",20,January,2017,20 January 2017,,110,,,,29,124,-0.79,,197,109,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apixaban,ECAT,"ECAT16-4, 16/165","16-4, 16/165",20,January,2017,20 January 2017,,170,,,,15,174,-0.15,,153,178,,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apixaban,ECAT,"ECAT16-4, 16/166","16-4, 16/166",20,January,2017,20 January 2017,,>684,,,,14,312,?,,152,328,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dabigatran,ECAT,"ECAT16-4, 16/169","16-4, 16/169",20,January,2017,20 January 2017,,175,,,,21,170,0.24,,111,171,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dabigatran,ECAT,"ECAT16-4, 16/170","16-4, 16/170",20,January,2017,20 January 2017,,162,,,,21,166,-0.21,,111,171,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dabigatran,NEQAS,"NEQAS, DOAC-16:07",DOAC-16:07,14,January,2017,14 January 2017,11263806,101,,,,28,101.2,,,73,100,,,,,50.25-131.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dabigatran,NEQAS,"NEQAS, DOAC-16:08",DOAC-16:08,14,January,2017,14 January 2017,11263819,100,,,,28,102.3,,,72,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivaroxaban,NEQAS,"NEQAS, DOAC-16:09",DOAC-16:09,14,January,2017,14 January 2017,11263828,130,,,,9,164.7,,,87,140,,,,,105-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
